DESCRIP,STOCK,FECHA,HORA,ANTES,CANTID,DESPUES,NUT,OBS,CODIGO,TIPO,NUMERO,NOM_PROV,VENDEDOR
TAFIROLITO CEREZA 160 mg Cmp.m,2.0,2026-03-07,18:58:08,2.0,-1.0,1.0,1102750,MM:  Af:,9963265,Venta,TK 925364,,27.0
TAFIROLITO CEREZA 160 mg Cmp.m,,,,,,,99999999,,9963265,Fin,,,
TIO NACHO SH X415 ANTICANAS,1.0,2026-03-07,10:27:54,2.0,-1.0,1.0,1102415,MM:  Af:,8131101,Venta,TK 925060,,123.0
TIO NACHO SH X415 ANTICANAS,,,,,,,99999999,,8131101,Fin,,,
TIO NACHO SH X415 CASPA PROPOL,2.0,2026-03-07,10:41:36,2.0,-1.0,1.0,1102430,MM:  Af:,9963387,Venta,TK 925073,,123.0
TIO NACHO SH X415 CASPA PROPOL,2.0,2026-03-07,15:46:32,1.0,-1.0,0.0,1102652,MM:  Af:,9963387,Venta,TK 925278,,13.0
TIO NACHO SH X415 CASPA PROPOL,2.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9963387,COMPRA,0014-24729154,ASOPROFARMA,64.0
TIO NACHO SH X415 CASPA PROPOL,,,,,,,99999999,,9963387,Fin,,,
TIO NACHO SH X415 ENGROSADOR,2.0,2026-03-07,10:41:36,4.0,-1.0,3.0,1102430,MM:  Af:,9960160,Venta,TK 925073,,123.0
TIO NACHO SH X415 ENGROSADOR,2.0,2026-03-07,20:12:29,3.0,-1.0,2.0,1102789,MM:  Af:,9960160,Venta,TK 925401,,27.0
TIO NACHO SH X415 ENGROSADOR,,,,,,,99999999,,9960160,Fin,,,
TIO NACHO SH X415 HERBOLARIA M,1.0,2026-03-07,15:46:32,4.0,-3.0,1.0,1102652,MM:  Af:,9960156,Venta,TK 925278,,13.0
TIO NACHO SH X415 HERBOLARIA M,,,,,,,99999999,,9960156,Fin,,,
TREG 20 mg cápsx15,53.0,2026-03-07,08:48:00,73.0,-1.0,72.0,1102324,MM:  Af:,9955564,Venta,TK 924977,,50.0
TREG 20 mg cápsx15,53.0,2026-03-07,08:48:00,72.0,-1.0,71.0,1102324,MM:  Af:,9955564,Venta,TK 924977,,50.0
TREG 20 mg cápsx15,53.0,2026-03-07,09:04:51,71.0,-1.0,70.0,1102336,MM:  Af:,9955564,Venta,TK 924989,,121.0
TREG 20 mg cápsx15,53.0,2026-03-07,09:04:51,70.0,-1.0,69.0,1102336,MM:  Af:,9955564,Venta,TK 924989,,121.0
TREG 20 mg cápsx15,53.0,2026-03-07,12:03:33,69.0,-1.0,68.0,1102528,MM:  Af:,9955564,Venta,TK 925162,,17.0
TREG 20 mg cápsx15,53.0,2026-03-07,12:03:33,68.0,-1.0,67.0,1102528,MM:  Af:,9955564,Venta,TK 925162,,17.0
TREG 20 mg cápsx15,53.0,2026-03-07,14:21:07,67.0,-1.0,66.0,1102616,MM:  Af:,9955564,Venta,TK 925242,,27.0
TREG 20 mg cápsx15,53.0,2026-03-07,14:21:07,66.0,-1.0,65.0,1102616,MM:  Af:,9955564,Venta,TK 925242,,27.0
TREG 20 mg cápsx15,53.0,2026-03-07,15:33:14,65.0,-1.0,64.0,1102650,MM:  Af:,9955564,Venta,TK 925276,,13.0
TREG 20 mg cápsx15,53.0,2026-03-07,15:33:14,64.0,-1.0,63.0,1102650,MM:  Af:,9955564,Venta,TK 925276,,13.0
TREG 20 mg cápsx15,53.0,2026-03-07,17:22:48,63.0,-1.0,62.0,1102697,MM:  Af:,9955564,Venta,TK 925317,,111.0
TREG 20 mg cápsx15,53.0,2026-03-07,17:22:48,62.0,-1.0,61.0,1102697,MM:  Af:,9955564,Venta,TK 925317,,111.0
TREG 20 mg cápsx15,53.0,2026-03-07,17:53:41,61.0,-1.0,60.0,1102716,MM:  Af:,9955564,Venta,TK 925332,,22.0
TREG 20 mg cápsx15,53.0,2026-03-07,17:53:41,60.0,-1.0,59.0,1102716,MM:  Af:,9955564,Venta,TK 925332,,22.0
TREG 20 mg cápsx15,,,,,,,99999999,,9955564,Fin,,,
NOVONIL sol.oral x45 ml,1.0,2026-03-07,16:29:38,0.0,1.0,1.0,1102675,Fp: 07/03/26 Ff: 07/03/26, 601742,COMPRA,0306-20334414,SUIZO ARGENTINA SA,64.0
NOVONIL sol.oral x45 ml,,,,,,,99999999,, 601742,Fin,,,
102 ANOS PLUS X 30 CMPR,1.0,2026-03-07,15:25:00,2.0,-1.0,1.0,1102645,MM:  Af:,9930940,Venta,TK 925271,,22.0
102 ANOS PLUS X 30 CMPR,,,,,,,99999999,,9930940,Fin,,,
102 VITA C Cmp.rec. x30,1.0,2026-03-07,10:42:06,0.0,1.0,1.0,1102431,Fp: 07/03/26 Ff: 07/03/26,9963460,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
102 VITA C Cmp.rec. x30,,,,,,,99999999,,9963460,Fin,,,
CURFLEX compx30,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9952127,COMPRA,0014-24729154,ASOPROFARMA,64.0
CURFLEX compx30,,,,,,,99999999,,9952127,Fin,,,
MELATOL 3 mg Cmp.ranx30,2.0,2026-03-07,19:45:13,2.0,-1.0,1.0,1102780,MM:  Af:,9921198,Venta,TK 925393,,64.0
MELATOL 3 mg Cmp.ranx30,2.0,2026-03-07,10:20:43,1.0,1.0,2.0,1102401,Fp: 07/03/26 Ff: 06/03/26,9921198,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
MELATOL 3 mg Cmp.ranx30,,,,,,,99999999,,9921198,Fin,,,
ORALSONE MAX TOPIC spray x20 m,2.0,2026-03-07,11:15:48,1.0,1.0,2.0,1102473,Fp: 07/03/26 Ff: 07/03/26,9954821,COMPRA,0014-24723889,ASOPROFARMA,118.0
ORALSONE MAX TOPIC spray x20 m,,,,,,,99999999,,9954821,Fin,,,
ARTROSTOP  CALAMBRE X 1,27.0,2026-03-07,18:06:44,2.0,25.0,27.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9950202,COMPRA,0014-24729154,ASOPROFARMA,64.0
ARTROSTOP  CALAMBRE X 1,,,,,,,99999999,,9950202,Fin,,,
CEPAGE FILTRES FLUIDE COLOR em,2.0,2026-03-07,10:30:29,3.0,-1.0,2.0,1102418,MM:  Af: 7143394,9964196,Venta,TK 925063,,17.0
CEPAGE FILTRES FLUIDE COLOR em,,,,,,,99999999,,9964196,Fin,,,
BETACORT PLUS cr.dérmica x20 g,4.0,2026-03-07,10:43:52,4.0,-1.0,3.0,1102439,MM:  Af:,6193393,Venta,TK 925080,,17.0
BETACORT PLUS cr.dérmica x20 g,4.0,2026-03-07,11:20:37,3.0,-1.0,2.0,1102481,MM:  Af:,6193393,Venta,TK 925117,,121.0
BETACORT PLUS cr.dérmica x20 g,4.0,2026-03-07,15:49:33,2.0,-1.0,1.0,1102653,MM:  Af:,6193393,Venta,TK 925279,,22.0
BETACORT PLUS cr.dérmica x20 g,4.0,2026-03-07,16:36:51,1.0,-1.0,0.0,1102680,MM:  Af:,6193393,Venta,TK 925302,,22.0
BETACORT PLUS cr.dérmica x20 g,4.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,6193393,COMPRA,0014-24729154,ASOPROFARMA,64.0
BETACORT PLUS cr.dérmica x20 g,,,,,,,99999999,,6193393,Fin,,,
VIROSTATIC 5% cr.dérmx10 g,2.0,2026-03-07,09:26:47,2.0,-1.0,1.0,1102350,MM:  Af:,5163213,Venta,TK 925003,,119.0
VIROSTATIC 5% cr.dérmx10 g,2.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,5163213,COMPRA,0014-24729154,ASOPROFARMA,64.0
VIROSTATIC 5% cr.dérmx10 g,,,,,,,99999999,,5163213,Fin,,,
ACCU-CHEK FASTCLIX lancetas x2,-1.0,2026-03-07,10:54:34,-1.0,1.0,0.0,1102455,Fp: 06/03/26 Ff: 06/03/26,9950264,COMPRA,0006-08266848,DROGUERIA DISVAL SRL,118.0
ACCU-CHEK FASTCLIX lancetas x2,,,,,,,99999999,,9950264,Fin,,,
ACCU-CHEK GUIDE tiras Reac x50,4.0,2026-03-07,08:38:46,1.0,-2.0,-1.0,1102320,MM: MP446841 Af: 140138551109/,9953986,Venta Con Vale!,TK 924975,,41.0
ACCU-CHEK GUIDE tiras Reac x50,4.0,2026-03-07,11:52:19,3.0,-2.0,1.0,1102512,MM: MP335525 Af: 1504987402070,9953986,Venta,TK 925146,,218.0
ACCU-CHEK GUIDE tiras Reac x50,4.0,2026-03-07,12:31:53,1.0,-2.0,-1.0,1102556,MM: MP331557 Af: 150486532201/,9953986,Venta Con Vale!,TK 925188,,218.0
ACCU-CHEK GUIDE tiras Reac x50,4.0,2026-03-07,10:35:06,-1.0,4.0,3.0,1102423,Fp: 07/03/26 Ff: 07/03/26,9953986,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ACCU-CHEK GUIDE tiras Reac x50,4.0,2026-03-07,16:38:29,-1.0,1.0,0.0,1102683,Fp: 07/03/26 Ff: 07/03/26,9953986,COMPRA,0006-08268065,DROGUERIA DISVAL SRL,64.0
ACCU-CHEK GUIDE tiras Reac x50,4.0,2026-03-07,18:06:44,0.0,3.0,3.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9953986,COMPRA,0014-24729154,ASOPROFARMA,64.0
ACCU-CHEK GUIDE tiras Reac x50,,,,,,,99999999,,9953986,Fin,,,
ACCU-CHEK PERFORMA 50 tiras Re,3.0,2026-03-07,11:26:33,3.0,-1.0,2.0,1102488,MM:  Af:,9940741,Venta,TK 925123,,119.0
ACCU-CHEK PERFORMA 50 tiras Re,,,,,,,99999999,,9940741,Fin,,,
NORMORYTMIN 150 mg Cmp.recx50,2.0,2026-03-07,10:31:38,2.0,-1.0,1.0,1102420,MM: MP331472 Af: 150791466203/,2579322,Venta,TK 925064,,119.0
NORMORYTMIN 150 mg Cmp.recx50,2.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,2579322,COMPRA,0014-24729154,ASOPROFARMA,64.0
NORMORYTMIN 150 mg Cmp.recx50,,,,,,,99999999,,2579322,Fin,,,
BIOGAIA gotas x5 ml,1.0,2026-03-07,14:59:24,1.0,-1.0,0.0,1102633,MM:  Af:,9959822,Venta,TK 925259,,22.0
BIOGAIA gotas x5 ml,1.0,2026-03-07,10:42:06,0.0,1.0,1.0,1102431,Fp: 07/03/26 Ff: 07/03/26,9959822,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
BIOGAIA gotas x5 ml,,,,,,,99999999,,9959822,Fin,,,
POVITIOL 10% sol.tópica x60 ml,2.0,2026-03-07,10:24:32,2.0,-1.0,1.0,1102410,MM:  Af:,9938899,Venta,TK 925055,,50.0
POVITIOL 10% sol.tópica x60 ml,2.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9938899,COMPRA,0014-24729154,ASOPROFARMA,64.0
POVITIOL 10% sol.tópica x60 ml,,,,,,,99999999,,9938899,Fin,,,
VITACORTIL crx20 g,11.0,2026-03-07,18:58:08,12.0,-1.0,11.0,1102750,MM:  Af:,4798090,Venta,TK 925364,,27.0
VITACORTIL crx20 g,,,,,,,99999999,,4798090,Fin,,,
LIPITOR 10 mg compx30,1.0,2026-03-07,09:44:38,1.0,-1.0,0.0,1102365,MM: MP38916 Af: 150425854409/0,4257951,Venta,TK 925017,,121.0
LIPITOR 10 mg compx30,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,4257951,COMPRA,0014-24729154,ASOPROFARMA,64.0
LIPITOR 10 mg compx30,,,,,,,99999999,,4257951,Fin,,,
LIPITOR 40 mg compx30,1.0,2026-03-07,10:20:43,0.0,1.0,1.0,1102401,Fp: 07/03/26 Ff: 06/03/26,4258101,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
LIPITOR 40 mg compx30,,,,,,,99999999,,4258101,Fin,,,
RELPAX 40 mg compx6,1.0,2026-03-07,11:23:24,0.0,1.0,1.0,1102484,Fp: 07/03/26 Ff: 07/03/26, 644113,COMPRA,0014-24723889,ASOPROFARMA,118.0
RELPAX 40 mg compx6,,,,,,,99999999,, 644113,Fin,,,
ZOLOFT 50 mg tab.ranx30,0.0,2026-03-07,17:34:04,1.0,-1.0,0.0,1102704,MM: MP552343 Af: 150069701301/,4071071,Venta Con Vale!,TK 925324,,111.0
ZOLOFT 50 mg tab.ranx30,0.0,2026-03-07,17:34:38,0.0,-1.0,-1.0,1102705,Fp: 07/03/26 Ff: 07/03/26,4071071,BAJA STOCK AJUSTE,0000-00021543,*GENERAL*,64.0
ZOLOFT 50 mg tab.ranx30,,,,,,,99999999,,4071071,Fin,,,
BUSCAPINA gragx20,4.0,2026-03-07,09:17:03,5.0,-1.0,4.0,1102345,MM:  Af: 00, 165021,Venta,TK 924998,,41.0
BUSCAPINA gragx20,,,,,,,99999999,, 165021,Fin,,,
BUSCAPINA PERLAS caps.Bld x10,9.0,2026-03-07,19:22:07,10.0,-1.0,9.0,1102764,MM:  Af:,9940635,Venta,TK 925377,,111.0
BUSCAPINA PERLAS caps.Bld x10,,,,,,,99999999,,9940635,Fin,,,
BACTRIM FORTE compx10,5.0,2026-03-07,14:05:23,5.0,-1.0,4.0,1102608,MM: MP452031 Af: 1424650,2748032,Venta,TK 925234,,13.0
BACTRIM FORTE compx10,5.0,2026-03-07,10:35:06,1.0,4.0,5.0,1102423,Fp: 07/03/26 Ff: 07/03/26,2748032,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
BACTRIM FORTE compx10,,,,,,,99999999,,2748032,Fin,,,
CALCIO BASE DUPOMAR compx30,3.0,2026-03-07,09:47:42,3.0,-1.0,2.0,1102372,MM: MP150431 Af: 150425854409/,3129423,Venta,TK 925024,,121.0
CALCIO BASE DUPOMAR compx30,3.0,2026-03-07,18:06:44,2.0,1.0,3.0,1102724,Fp: 07/03/26 Ff: 07/03/26,3129423,COMPRA,0014-24729154,ASOPROFARMA,64.0
CALCIO BASE DUPOMAR compx30,,,,,,,99999999,,3129423,Fin,,,
CALCIO BASE DUPOMAR compx60,3.0,2026-03-07,10:35:06,2.0,1.0,3.0,1102423,Fp: 07/03/26 Ff: 07/03/26,3129422,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
CALCIO BASE DUPOMAR compx60,,,,,,,99999999,,3129422,Fin,,,
CEFALEXINA ARGENTIA 500 mg com,2.0,2026-03-07,09:20:30,2.0,-1.0,1.0,1102347,MM: 111469 Af:,2856782,Venta,TK 925000,,121.0
CEFALEXINA ARGENTIA 500 mg com,2.0,2026-03-07,16:28:33,1.0,-1.0,0.0,1102674,MM: MP339165 Af: 019887230207,2856782,Venta,TK 925298,,111.0
CEFALEXINA ARGENTIA 500 mg com,2.0,2026-03-07,18:12:24,1.0,-1.0,0.0,1102727,MM: MP338172 Af: 1400028662010,2856782,Venta,TK 925342,,111.0
CEFALEXINA ARGENTIA 500 mg com,2.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,2856782,COMPRA,0014-24729154,ASOPROFARMA,64.0
CEFALEXINA ARGENTIA 500 mg com,,,,,,,99999999,,2856782,Fin,,,
CEFALEXINA ARGENTIA 500 mg com,2.0,2026-03-07,11:24:11,1.0,-1.0,0.0,1102485,MM: MP554036 Af: 140036431605/,2856783,Venta,TK 925120,,119.0
CEFALEXINA ARGENTIA 500 mg com,2.0,2026-03-07,10:35:06,0.0,1.0,1.0,1102423,Fp: 07/03/26 Ff: 07/03/26,2856783,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
CEFALEXINA ARGENTIA 500 mg com,,,,,,,99999999,,2856783,Fin,,,
CEFALEXINA ARGENTIA DUO 1 g Cm,1.0,2026-03-07,18:11:43,2.0,-1.0,1.0,1102726,MM: MN121095 Af: 150427352501/,2856865,Venta,TK 925341,,22.0
CEFALEXINA ARGENTIA DUO 1 g Cm,,,,,,,99999999,,2856865,Fin,,,
DIOVAN D 160/12.5 mg Cmp.recx2,1.0,2026-03-07,10:42:06,0.0,1.0,1.0,1102431,Fp: 07/03/26 Ff: 07/03/26,4716992,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
DIOVAN D 160/12.5 mg Cmp.recx2,,,,,,,99999999,,4716992,Fin,,,
ENTRESTO 50 mg Cmp.recx30,1.0,2026-03-07,10:35:06,0.0,1.0,1.0,1102423,Fp: 07/03/26 Ff: 07/03/26,6375421,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ENTRESTO 50 mg Cmp.recx30,,,,,,,99999999,,6375421,Fin,,,
FER IN SOL solx20 ml,3.0,2026-03-07,10:20:43,0.0,3.0,3.0,1102401,Fp: 07/03/26 Ff: 06/03/26, 650382,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
FER IN SOL solx20 ml,,,,,,,99999999,, 650382,Fin,,,
HEXALER NASAL spray  x120 ds.,2.0,2026-03-07,19:33:23,1.0,-1.0,0.0,1102773,MM: MP458174 Af: 220429474200,5672392,Venta,TK 925386,,64.0
HEXALER NASAL spray  x120 ds.,,,,,,,99999999,,5672392,Fin,,,
MADOPAR 250 mg compx50,-4.0,2026-03-07,09:55:55,0.0,-2.0,-2.0,1102381,MM: MP445899 Af: 465021182202/,2785582,Venta Con Vale!,TK 925032,,50.0
MADOPAR 250 mg compx50,-4.0,2026-03-07,18:50:26,-2.0,-2.0,-4.0,1102746,MM: MP331548 Af: 150449176201/,2785582,Venta Con Vale!,TK 925360,,239.0
MADOPAR 250 mg compx50,,,,,,,99999999,,2785582,Fin,,,
NEBILET D 5/12.5 mg compx28,1.0,2026-03-07,09:55:07,1.0,-1.0,0.0,1102380,MM: MP33734 Af: 140206516402/0,6045130,Venta,TK 925031,,121.0
NEBILET D 5/12.5 mg compx28,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,6045130,COMPRA,0014-24729154,ASOPROFARMA,64.0
NEBILET D 5/12.5 mg compx28,,,,,,,99999999,,6045130,Fin,,,
NORANAT compx30,2.0,2026-03-07,10:12:28,2.0,-1.0,1.0,1102389,MM: MP335617 Af: 140044431409/,2451852,Venta,TK 925039,,236.0
NORANAT compx30,2.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,2451852,COMPRA,0014-24729154,ASOPROFARMA,64.0
NORANAT compx30,,,,,,,99999999,,2451852,Fin,,,
SIDERBLUT COMPLEX compx30,1.0,2026-03-07,15:21:15,2.0,-1.0,1.0,1102642,MM: MP333658 Af: 150674474908/,5360713,Venta,TK 925268,,13.0
SIDERBLUT COMPLEX compx30,,,,,,,99999999,,5360713,Fin,,,
SIDERBLUT compx30,3.0,2026-03-07,11:15:48,1.0,2.0,3.0,1102473,Fp: 07/03/26 Ff: 07/03/26,2052041,COMPRA,0014-24723889,ASOPROFARMA,118.0
SIDERBLUT compx30,,,,,,,99999999,,2052041,Fin,,,
SINTROM 1 mg compx20,0.0,2026-03-07,13:35:49,2.0,-1.0,1.0,1102591,MM: MN75656 Af: 020019220111,4155803,Venta,TK 925218,,119.0
SINTROM 1 mg compx20,,,,,,,99999999,,4155803,Fin,,,
TRI VI SOL solx20 ml,2.0,2026-03-07,11:23:24,1.0,1.0,2.0,1102484,Fp: 07/03/26 Ff: 07/03/26, 655832,COMPRA,0014-24723889,ASOPROFARMA,118.0
TRI VI SOL solx20 ml,,,,,,,99999999,, 655832,Fin,,,
-AGUA OXIGENADA 10 V   X500ML,19.0,2026-03-07,15:49:33,20.0,-1.0,19.0,1102653,MM:  Af:,8028769,Venta,TK 925279,,22.0
-AGUA OXIGENADA 10 V   X500ML,,,,,,,99999999,,8028769,Fin,,,
-GASA  10X10 N5,42.0,2026-03-07,17:02:34,44.0,-1.0,43.0,1102691,MM:  Af:,8036956,Venta,TK 925311,,111.0
-GASA  10X10 N5,,,,,,,99999999,,8036956,Fin,,,
BOTIQUIN PRIMEROS AUX CAJA PL,2.0,2026-03-07,16:08:25,3.0,-1.0,2.0,1102662,MM:  Af:,8015101,Venta,TK 925288,,115.0
BOTIQUIN PRIMEROS AUX CAJA PL,,,,,,,99999999,,8015101,Fin,,,
PRIME  EXTRA LUBRICADO X 12,3.0,2026-03-07,10:47:33,4.0,-1.0,3.0,1102445,MM:  Af:,6242318,Venta,TK 925085,,105.0
PRIME  EXTRA LUBRICADO X 12,,,,,,,99999999,,6242318,Fin,,,
PRIME PRESERV SKYN EXT.LUB. X3,3.0,2026-03-07,17:20:13,4.0,-1.0,3.0,1102696,MM:  Af:,-800139,Venta,TK 925316,,22.0
PRIME PRESERV SKYN EXT.LUB. X3,,,,,,,99999999,,-800139,Fin,,,
ALGODON PLEGADO  70G - DONCEL,1.0,2026-03-07,12:19:59,3.0,-1.0,2.0,1102540,MM:  Af:,8012305,Venta,TK 925172,,119.0
ALGODON PLEGADO  70G - DONCEL,1.0,2026-03-07,17:53:27,2.0,-1.0,1.0,1102715,MM:  Af:,8012305,Venta,TK 925331,,123.0
ALGODON PLEGADO  70G - DONCEL,,,,,,,99999999,,8012305,Fin,,,
EUCERIN CUIDADO CAP Anticaída,0.0,2026-03-07,18:19:35,0.0,-1.0,-1.0,1102731,MM:  Af:,9949387,Venta Con Vale!,TK 925346,,27.0
EUCERIN CUIDADO CAP Anticaída,,,,,,,99999999,,9949387,Fin,,,
VICHY SH DERCOS KERA SOLUTION,0.0,2026-03-07,18:11:08,0.0,-1.0,-1.0,1102725,MM:  Af:,8041524,Venta Con Vale!,TK 925340,,27.0
VICHY SH DERCOS KERA SOLUTION,,,,,,,99999999,,8041524,Fin,,,
AVENGERS AMERICA BODY SPLASH,0.0,2026-03-07,16:39:50,1.0,-1.0,0.0,1102685,MM:  Af:,8029428,Venta,TK 925305,,123.0
AVENGERS AMERICA BODY SPLASH,0.0,2026-03-07,16:39:03,0.0,1.0,1.0,1102684,Fp: 07/03/26 Ff: 07/03/26,8029428,ALTA STOCK AJUSTE,0000-00021542,*GENERAL*,64.0
AVENGERS AMERICA BODY SPLASH,,,,,,,99999999,,8029428,Fin,,,
VAIS REPEL SPRAY X 120ML,4.0,2026-03-07,09:16:45,5.0,-1.0,4.0,1102344,MM:  Af:,8133827,Venta,TK 924997,,121.0
VAIS REPEL SPRAY X 120ML,,,,,,,99999999,,8133827,Fin,,,
TULIPAN GEL INTIMO CLASICO X,1.0,2026-03-07,20:52:27,2.0,-1.0,1.0,1102802,MM:  Af:,8020834,Venta,TK 925414,,64.0
TULIPAN GEL INTIMO CLASICO X,,,,,,,99999999,,8020834,Fin,,,
CUTEX QUITAESM VIT E+ CALCIO,5.0,2026-03-07,16:05:01,6.0,-1.0,5.0,1102661,MM:  Af:,8019191,Venta,TK 925287,,27.0
CUTEX QUITAESM VIT E+ CALCIO,,,,,,,99999999,,8019191,Fin,,,
CRANDALL LEGEND AER X 250,0.0,2026-03-07,09:29:12,1.0,-1.0,0.0,1102353,MM:  Af:,8133302,Venta,TK 925005,,119.0
CRANDALL LEGEND AER X 250,,,,,,,99999999,,8133302,Fin,,,
MUJERCITAS EDT X 80,0.0,2026-03-07,15:52:23,1.0,-1.0,0.0,1102654,MM:  Af:,6032702,Venta,TK 925280,,115.0
MUJERCITAS EDT X 80,,,,,,,99999999,,6032702,Fin,,,
PACO COLONIA X 60,2.0,2026-03-07,09:29:12,3.0,-1.0,2.0,1102353,MM:  Af:,6300360,Venta,TK 925005,,119.0
PACO COLONIA X 60,,,,,,,99999999,,6300360,Fin,,,
AXE AER X 147 MARINE,4.0,2026-03-07,09:29:12,5.0,-1.0,4.0,1102353,MM:  Af:,8129415,Venta,TK 925005,,119.0
AXE AER X 147 MARINE,,,,,,,99999999,,8129415,Fin,,,
AXE AER X 147 MUSK,3.0,2026-03-07,09:29:12,4.0,-1.0,3.0,1102353,MM:  Af:,8129418,Venta,TK 925005,,119.0
AXE AER X 147 MUSK,,,,,,,99999999,,8129418,Fin,,,
DOVE AC REGENERACION EXTREMA,14.0,2026-03-07,12:30:24,16.0,-1.0,15.0,1102554,MM:  Af:,8042048,Venta,TK 925186,,17.0
DOVE AC REGENERACION EXTREMA,,,,,,,99999999,,8042048,Fin,,,
DOVE ALL BODY DEO M X 150 SHEA,3.0,2026-03-07,21:44:04,4.0,-1.0,3.0,1102819,MM:  Af: 37276304,8138937,Venta,TK 925431,,115.0
DOVE ALL BODY DEO M X 150 SHEA,,,,,,,99999999,,8138937,Fin,,,
DOVE ANTIT SERUM CR X 50 PREVI,14.0,2026-03-07,10:46:25,16.0,-1.0,15.0,1102442,MM:  Af:,8138242,Venta,TK 925083,,123.0
DOVE ANTIT SERUM CR X 50 PREVI,,,,,,,99999999,,8138242,Fin,,,
DOVE ANTIT X 89 W GO FRESH PEP,7.0,2026-03-07,21:44:04,8.0,-1.0,7.0,1102819,MM:  Af: 37276304,8000319,Venta,TK 925431,,115.0
DOVE ANTIT X 89 W GO FRESH PEP,,,,,,,99999999,,8000319,Fin,,,
DOVE ANTIT X 89 W ORIGINAL,2.0,2026-03-07,10:29:19,5.0,-2.0,3.0,1102416,MM:  Af:,8000318,Venta,TK 925061,,123.0
DOVE ANTIT X 89 W ORIGINAL,2.0,2026-03-07,19:49:53,3.0,-1.0,2.0,1102785,MM:  Af: 29408641,8000318,Venta,TK 925397,,64.0
DOVE ANTIT X 89 W ORIGINAL,,,,,,,99999999,,8000318,Fin,,,
DOVE JAB X 90 ORIGINAL,207.0,2026-03-07,10:13:52,213.0,-1.0,212.0,1102391,MM:  Af:,6034710,Venta,TK 925041,,123.0
DOVE JAB X 90 ORIGINAL,207.0,2026-03-07,10:33:56,212.0,-1.0,211.0,1102422,MM:  Af:,6034710,Venta,TK 925066,,123.0
DOVE JAB X 90 ORIGINAL,207.0,2026-03-07,13:53:36,211.0,-1.0,210.0,1102604,MM:  Af:,6034710,Venta,TK 925230,,121.0
DOVE JAB X 90 ORIGINAL,,,,,,,99999999,,6034710,Fin,,,
DOVE OLEO SERUM CORP X 150 HID,0.0,2026-03-07,15:22:09,1.0,-1.0,0.0,1102643,MM:  Af:,8139501,Venta,TK 925269,,115.0
DOVE OLEO SERUM CORP X 150 HID,,,,,,,99999999,,8139501,Fin,,,
DOVE REPAIR & GLOW AC X 250,10.0,2026-03-07,13:56:39,11.0,-1.0,10.0,1102605,MM:  Af:,8139496,Venta,TK 925231,,105.0
DOVE REPAIR & GLOW AC X 250,,,,,,,99999999,,8139496,Fin,,,
DOVE REPAIR & GLOW MASC  X 250,8.0,2026-03-07,14:21:54,9.0,-1.0,8.0,1102617,MM:  Af: 023960470001,8139499,Venta,TK 925243,,105.0
DOVE REPAIR & GLOW MASC  X 250,,,,,,,99999999,,8139499,Fin,,,
DOVE REPAIR & GLOW OLEO SERUM,1.0,2026-03-07,10:13:52,5.0,-1.0,4.0,1102391,MM:  Af:,8139500,Venta,TK 925041,,123.0
DOVE REPAIR & GLOW OLEO SERUM,1.0,2026-03-07,10:29:19,4.0,-1.0,3.0,1102416,MM:  Af:,8139500,Venta,TK 925061,,123.0
DOVE REPAIR & GLOW OLEO SERUM,1.0,2026-03-07,17:59:18,3.0,-1.0,2.0,1102720,MM:  Af:,8139500,Venta,TK 925336,,115.0
DOVE REPAIR & GLOW OLEO SERUM,,,,,,,99999999,,8139500,Fin,,,
